ice_event_code;ice_ric_code;ttpro_event_code;ice_event_name;ice_ric_name;ice_event_name_de;ice_ric_name_de;ttpro_standardereignis_bedeutung;ttpro_event_code_meaning;dhl_paket;dhl_paket_international;dhl_europaket
ADVIS;DLVDT;DD;Advise;DeLiVery DaTe;Sendungsavise/-auftrag;Wunschtag;Datendienst;Data Service;1;1;0
ADVIS;DLVTM;DD;Advise;DeLiVery TiME;Sendungsavise/-auftrag;Wunschzeit / Zustellzeitfenster;Datendienst;Data Service;1;0;0
ADVIS;MSGER;DD;Advise;Message Error;Sendungsavise/-auftrag;Fehler bei Nachrichtenübermittlung von Multikanalplattform;Datendienst;Data Service;1;0;0
ADVIS;MSGPC;DD;Advise;Message processing;Sendungsavise/-auftrag;SMS bei Provider in Bearbeitung;Datendienst;Data Service;1;0;0
ADVIS;MSGST;DD;Advise;Message sent;Sendungsavise/-auftrag;Nachricht zugestellt;Datendienst;Data Service;1;0;0
ADVIS;ORDER;DD;Advise;Ordered;Sendungsavise/-auftrag;Beauftragt;Datendienst;Data Service;0;1;0
ADVIS;PFLOC;DD;Advise;Preferred Location/Neighbor;Sendungsavise/-auftrag;Wunschort/Wunschnachbar;Datendienst;Data Service;1;0;0
ADVIS;REJCT;DD;Advise;Rejected;Sendungsavise/-auftrag;Der Auftrag wurde abgelehnt;Datendienst;Data Service;1;0;0
ADVIS;ROUCR;DD;Advise;reROUted on Customer Request;Sendungsavise/-auftrag;Weiterleitung auf Kundenwunsch;Datendienst;Data Service;1;0;0
ADVIS;SECDA;DD;Advise;SECond Delivery Attempt;Sendungsavise/-auftrag;Zweiter Zustellversuch;Datendienst;Data Service;0;1;0
ADVIS;STBSD;DD;Advise;Stopped by sender;Sendungsavise/-auftrag;Absenderverfügung: Sendung anhalten;Datendienst;Data Service;1;0;0
ADVIS;STBSD;ZN;Advise;Stopped by sender;Sendungsavise/-auftrag;Absenderverfügung: Sendung anhalten;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
ALERT;BDADD;BV;Alert;Bad address;Benachrichtigung;Adresse fehlerhaft;Besondere Vorkommnisse;Exception;1;0;0
ALERT;DLVTM;DD;Alert;DeLiVery TiME;Benachrichtigung;Wunschzeit / Zustellzeitfenster;Datendienst;Data Service;1;1;0
ASMVT;NRQRD;NB;Assigned to movement / tour vehicle;ICE Details;Transportzuweisung;Keine weiteren Details erforderlich;Normale Bearbeitung;Normal processing;0;0;1
CANCL;NRQRD;BV;The shipment order was canceled by the sender;ICE Details;Der angekündigte Versand der Sendung wurde vom Absender storniert;Keine weiteren Details erforderlich;Besondere Vorkommnisse;Exception;1;0;0
CHECK;SVCHG;BV;Checked;Product feature check - Service changed;Produktmerkmal-Prüfung;Produktprüfung - Service geändert;Besondere Vorkommnisse;Exception;0;0;1
CNFSC;LEGAT;BV;Confiscation;LEGal AuThority;Beschlagnahme/Postsperre;Übergabe der Sendung an Bevollmächtigten;Besondere Vorkommnisse;Exception;1;0;0
CNRFC;HDFCT;LA;Consignee notified - Ready for collection;Held at DHL facility;Benachrichtigt;Lagerung wegen Selbstabholung;Lagerung;In storage;1;0;0
CNRFC;HDFCT;ZF;Consignee notified - Ready for collection;Held at DHL facility;Benachrichtigt;Lagerung wegen Selbstabholung;Zustellung Filiale;Delivery to postal outlet;0;1;0
CNRFC;NRQRD;ZF;Consignee notified - Ready for collection;ICE Details;Benachrichtigt;Keine weiteren Details erforderlich;Zustellung Filiale;Delivery to postal outlet;1;1;1
CNRFC;PCKST;ZF;Consignee notified - Ready for collection;Packstation;Benachrichtigt;Packstation;Zustellung Filiale;Delivery to postal outlet;1;0;0
CNRFC;SERPT;ZF;Consignee notified - Ready for collection;Service Point;Benachrichtigt;Filiale / Agentur;Zustellung Filiale;Delivery to postal outlet;1;1;0
DLVRD;ACCDM;ZU;Delivered;Accepted - damaged;Ausgeliefert;Erfolgreiche Zustellung - Beschädigt;Zugestellt;Delivery successful;1;0;1
DLVRD;ACCPK;ZU;Delivered;Collected from automated site;Ausgeliefert;Sendung aus Packstation entnommen;Zugestellt;Delivery successful;1;0;0
DLVRD;ACCPT;ZU;Delivered;Accepted;Ausgeliefert;Erfolgreiche Zustellung;Zugestellt;Delivery successful;1;1;1
DLVRD;ACCSI;ZU;Delivered;Accepted - Shipment incomplete;Ausgeliefert;Erfolgreiche Zustellung - Sendung unvollständig;Zugestellt;Delivery successful;0;0;1
DLVRD;AGENT;ZU;Delivered;Hand over/delivery to Agent;Ausgeliefert;Übergabe/Zustellung an Bevollmächtigten;Zugestellt;Delivery successful;1;1;0
DLVRD;CODAR;GT;Delivered;Electronic shipment advise received;Ausgeliefert;Auftrag zur NN-Betrag-Überweisung von Bank bestätigt;Geld-Transfer;Money transfer;1;0;0
DLVRD;CODRP;GT;Delivered;COD remittance processed;Ausgeliefert;NN-Betrag-Überweisung durch Bank ist erfolgt.;Geld-Transfer;Money transfer;1;0;0
DLVRD;CODRP;ZU;Delivered;COD remittance processed;Ausgeliefert;NN-Betrag-Überweisung durch Bank ist erfolgt.;Zugestellt;Delivery successful;1;0;0
DLVRD;CUSTM;ZU;Delivered;Customs;Ausgeliefert;Übergabe an Zoll zur Prüfung und Zustellung;Zugestellt;Delivery successful;1;1;0
DLVRD;DIDLV;ZU;Delivered;Direct delivery at hub/delivery depot;Ausgeliefert;Vereinfachte Zustellung;Zugestellt;Delivery successful;1;1;0
DLVRD;FAMLY;ZU;Delivered;Delivery to a family member;Ausgeliefert;Zustellung an Familienmitglied;Zugestellt;Delivery successful;1;1;0
DLVRD;HNDTC;ZU;Delivered;Handover to carrier;Ausgeliefert;Übergabe an Dienstleister;Zugestellt;Delivery successful;1;0;0
DLVRD;NGHBR;ZU;Delivered;Delivery to neighbor;Ausgeliefert;Zustellung an Nachbarn;Zugestellt;Delivery successful;1;1;0
DLVRD;OTHER;ZU;Delivered;Other / Delivery to an other person;Ausgeliefert;Andere Gründe / Zustellung an andere anwesende Person;Zugestellt;Delivery successful;1;0;0
DLVRD;PCKAD;ZU;Delivered;PaCKstation – Alternate Delivery;Ausgeliefert;Packstation auf Firmengelände voll - Zustellung an Hauspoststelle;Zugestellt;Delivery successful;1;0;0
DLVRD;PKBOX;ZU;Delivered;Delivery to Packetbox;Ausgeliefert;Zustellung an Paketkasten;Zugestellt;Delivery successful;1;0;0
DLVRD;POBOX;ZU;Delivered;Postbox;Ausgeliefert;Briefkastenzustellung;Zugestellt;Delivery successful;1;0;0
DLVRD;SECPL;ZU;Delivered;Secure Place;Ausgeliefert;Zustellung an vereinbartem, gesicherten Ort;Zugestellt;Delivery successful;1;0;0
DLVRD;SERPT;ZU;Delivered;Service Point;Ausgeliefert;Filiale / Agentur;Zugestellt;Delivery successful;1;0;0
DLVRD;SPOUS;ZU;Delivered;Delivery to spouse;Ausgeliefert;Zustellung an Ehegatten;Zugestellt;Delivery successful;1;0;0
DLVRD;WINPL;ZU;Delivered;Prefered Neighbor/Place;Ausgeliefert;Wunschnachbar/Wunschort;Zugestellt;Delivery successful;1;0;0
DLVRF;CROAT;ZN;Delivery refused;DHL arrived outside agreed time;Annahme verweigert;Kurier unpünktlich;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;0;1
DLVRF;DMGED;ZN;Delivery refused;Damage under investigation;Annahme verweigert;Keine Übernahme wegen Beschädigung;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;1
DLVRF;NEXCH;ZN;Delivery refused;No exchange unit;Annahme verweigert;Fehlende Wechselbehälter;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
DLVRF;NTORD;ZN;Delivery refused;Not ordered;Annahme verweigert;Annahmeverweigerung - nicht bestellt;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;1;1
DLVRF;OTHER;ZN;Delivery refused;Other / Delivery to an other person;Annahme verweigert;Andere Gründe / Zustellung an andere anwesende Person;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;1
DLVRF;SHNCP;ZN;Delivery refused;Shipment not complete;Annahme verweigert;Sendung nicht vollständig;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;0;1
DLVRF;TRPMT;ZN;Delivery refused;Terms of payment;Annahme verweigert;Zahlungsschwierigkeiten / Zahlungsterminal defekt;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;0;1
DMGDS;CSDOC;BV;Damage discovered;ConSignee DOCumentation;Beschädigt;Kundendokumentation;Besondere Vorkommnisse;Exception;1;0;0
DMGDS;CTCST;BV;Damage discovered;Contacted customer;Beschädigt;Kunde wurde informiert;Besondere Vorkommnisse;Exception;1;0;0
DMGDS;DMGED;BV;Damage discovered;Damage under investigation;Beschädigt;Keine Übernahme wegen Beschädigung;Besondere Vorkommnisse;Exception;1;0;0
DMGDS;DMGPC;BV;Damage discovered;Damaged in process;Beschädigt;Beschädigt bei der Bearbeitung vorgefunden;Besondere Vorkommnisse;Exception;1;1;1
